FI Utilities Corp,MaturityDate,OfferingDate,State RegionFromPrimaryAddress,SeniorityLevel,CouponRate,CouponatOffer,OfferingAmount,Rating
IQT215586053,6/1/2042,7/26/2012,TX,Senior Secured,5.3,5.3,500,A-
IQT215176095,8/15/2022,8/6/2012,MN,Senior Secured,2.15,2.15,300,A-
IQT215176096,8/15/2042,8/6/2012,MN,Senior Secured,3.4,3.4,500,A-
IQT215243528,8/10/2015,8/7/2012,GA,Senior Unsecured,0.75,0.75,400,A
IQT215328080,8/1/2022,8/7/2012,TX,Senior Secured,2.25,2.25,300,BBB+
IQT215328081,8/1/2042,8/7/2012,TX,Senior Secured,3.55,3.55,500,BBB+
IQT215579089,8/15/2017,8/13/2012,NC,Senior Unsecured,1.625,1.625,700,BBB+
IQT215579088,8/15/2022,8/13/2012,NC,Senior Unsecured,3.05,3.05,500,BBB+
IQT215576860,8/15/2022,8/13/2012,CA,Senior Unsecured,2.45,2.45,400,BBB
IQT215526528,8/15/2042,8/13/2012,CA,Senior Unsecured,3.75,3.75,350,BBB
IQT215604820,8/15/2022,8/14/2012,MD,Senior Unsecured,2.8,2.8,250,BBB+
IQT215828478,9/1/2022,8/21/2012,PA,Senior Secured,2.5,2.5,250,BBB
IQT216580785,9/15/2022,9/4/2012,CO,Senior Secured,2.25,2.25,300,A-
IQT216619995,9/15/2042,9/4/2012,CO,Senior Secured,3.6,3.6,500,A-
IQT215527922,9/4/2014,9/8/2012,UT,Senior Unsecured,0.5,0.5,1,BBB-
IQT216825759,9/15/2017,9/10/2012,VA,Senior Unsecured,1.4,1.4,350,A-
IQT216824325,9/15/2022,9/10/2012,VA,Senior Unsecured,2.75,2.75,350,A-
IQT216824353,9/15/2022,9/10/2012,PA,Senior Secured,2.375,2.375,350,BBB
IQT168844439,9/1/2042,9/10/2012,NJ,Senior Secured,3.65,3.65,350,A-
IQT216825758,9/15/2042,9/10/2012,VA,Senior Unsecured,4.05,4.05,350,A-
IQT141044452,10/15/2016,9/11/2012,OH,Senior Unsecured,6.5,6.5,450,BB+
IQT217327193,6/1/2015,9/18/2012,FL,Senior Unsecured,1.2,1.2,500,A-
IQT217327208,9/15/2042,9/18/2012,CA,Senior Secured,3.75,3.75,350,A
IQT217360582,9/30/2042,9/18/2012,NC,Senior Secured,4,4,650,BBB+
IQT217391480,10/1/2022,9/19/2012,CA,Senior Unsecured,2.875,2.875,500,BBB+
IQT217389670,4/1/2023,9/20/2012,MS,Senior Secured,4.1,4.1,250,BBB
IQT217632588,10/1/2042,9/24/2012,IL,Senior Secured,3.8,3.8,350,BBB
IQT222483493,10/1/2042,10/2/2012,WI,Senior Secured,3.7,3.7,100,A-
IQT222773510,10/15/2015,10/9/2012,AL,Senior Unsecured,0.55,0.55,400,A
IQT222780037,10/15/2022,10/9/2012,MA,Senior Unsecured,2.375,2.375,400,A-
IQT222868034,12/1/2022,10/10/2012,PA,Senior Unsecured,3.5,3.5,400,BBB-
IQT224093827,11/15/2015,11/8/2012,GA,Senior Unsecured,0.625,0.625,400,A
IQT224352233,11/15/2015,11/15/2012,FL,Senior Secured,0.65,0.65,250,BBB+
IQT165222769,10/1/2042,11/15/2012,NY,Senior Unsecured,4.065,4.065,24,A
IQT224352232,11/15/2042,11/15/2012,FL,Senior Secured,3.85,3.85,400,BBB+
IQT224429833,11/28/2022,11/20/2012,NY,Senior Unsecured,2.721,2.721,300,A-
IQT224575839,11/28/2022,11/20/2012,NY,Senior Unsecured,2.721,2.721,300,A-
IQT224461400,11/28/2022,11/20/2012,NY,Senior Unsecured,2.721,2.721,300,A-
IQT224429830,11/28/2042,11/20/2012,NY,Senior Unsecured,4.119,4.119,400,A-
IQT224429831,11/28/2042,11/20/2012,NY,Senior Unsecured,4.119,4.119,400,A-
IQT224461399,11/28/2042,11/20/2012,NY,Senior Unsecured,4.119,4.119,400,A-
IQT224638503,12/1/2042,11/27/2012,AL,Senior Unsecured,3.85,3.85,350,A
IQT224701269,12/15/2017,11/28/2012,OH,Senior Unsecured,1.65,1.65,550,BBB-
IQT224429832,11/28/2022,11/28/2012,NY,Senior Unsecured,2.721,2.721,300,A-
IQT224671621,12/1/2022,11/28/2012,LA,Senior Secured,3.3,3.3,200,BBB
IQT224701268,12/15/2022,11/28/2012,OH,Senior Unsecured,2.95,2.95,300,BBB-
IQT224429829,11/28/2042,11/28/2012,NY,Senior Unsecured,4.119,4.119,400,A-
IQT208694503,7/15/2022,11/30/2012,WA,Senior Secured,5.625,5.625,450,BB+
IQT224825588,12/15/2022,12/3/2012,TX,Senior Unsecured,3.3,3.3,150,BBB
IQT224943502,7/1/2023,12/5/2012,MS,Senior Unsecured,3.1,3.1,250,BBB
IQT224982072,12/10/2042,12/5/2012,RI,Senior Unsecured,4.17,4.17,250,A-
IQT225311268,12/10/2042,12/5/2012,RI,Senior Unsecured,4.17,4.17,250,A-
IQT224943070,12/10/2042,12/10/2012,RI,Senior Unsecured,4.17,4.17,250,A-
IQT225184301,12/1/2042,12/12/2012,NJ,Senior Unsecured,4.3,4.3,300,BBB+
IQT225370615,12/15/2042,12/17/2012,FL,Senior Secured,3.8,3.8,400,A-
IQT225772450,1/15/2018,1/3/2013,VA,Senior Unsecured,1.2,1.2,250,A-
IQT225739484,1/15/2043,1/3/2013,VA,Senior Unsecured,4,4,500,A-
IQT168844440,1/1/2043,1/7/2013,NJ,Senior Secured,3.8,3.8,400,BBB
IQT225876716,1/15/2023,1/8/2013,CT,Senior Secured,2.5,2.5,400,A-
IQT225876293,1/15/2043,1/8/2013,TX,Senior Unsecured,4.15,4.15,500,BBB+
IQT225113680,2/2/2023,2/14/2013,EM,Senior Unsecured,6.3,6.3,307.26807,BBB+
IQT228726772,2/20/2018,2/20/2013,MA,Senior Unsecured,1.75,1.75,667.51218,A-
IQT229037783,3/1/2043,2/25/2013,NY,Senior Unsecured,3.95,3.95,700,A-
IQT229790960,3/15/2018,2/28/2013,OH,Senior Unsecured,2.75,2.75,650,BBB-
IQT229790961,3/15/2023,2/28/2013,OH,Senior Unsecured,4.25,4.25,850,BBB-
IQT231601762,3/15/2043,3/4/2013,CA,Senior Secured,3.9,3.9,400,BBB+
IQT231737219,3/15/2043,3/7/2013,NC,Senior Secured,4.1,4.1,500,BBB+
IQT231867960,3/15/2023,3/11/2013,MO,Senior Unsecured,3.15,3.15,300,BBB
IQT231866093,3/15/2023,3/11/2013,VA,Senior Unsecured,2.75,2.75,500,A-
IQT231867962,3/15/2043,3/11/2013,DC,Senior Secured,4.15,4.15,250,BBB+
IQT231767878,3/15/2023,3/12/2013,OH,Senior Unsecured,3.5,3.5,300,BBB-
IQT231767879,3/15/2023,3/12/2013,OH,Senior Unsecured,3.5,3.5,300,BBB-
IQT232312958,3/15/2023,3/12/2013,OH,Senior Unsecured,3.5,3.5,300,BBB-
IQT231914796,3/15/2043,3/12/2013,GA,Senior Unsecured,4.3,4.3,400,A
IQT231962636,3/15/2023,3/13/2013,OH,Senior Unsecured,3.2,3.2,250,BBB
IQT231767880,3/15/2023,3/15/2013,OH,Senior Unsecured,3.5,3.5,300,BBB-
IQT232558208,3/15/2023,3/19/2013,CO,Senior Secured,2.5,2.5,250,A-
IQT232558209,3/15/2043,3/19/2013,CO,Senior Secured,3.95,3.95,250,A-
IQT232546705,3/31/2043,3/19/2013,MI,Senior Unsecured,4.7,4.7,250,BBB
IQT232558319,4/1/2043,3/19/2013,MI,Senior Secured,4,4,375,BBB+
IQT236946044,2/1/2033,4/1/2013,IL,Senior Unsecured,4,4,1,A-
IQT167004935,4/1/2023,4/3/2013,ID,Senior Secured,2.5,2.5,75,BBB
IQT167004936,4/1/2043,4/3/2013,ID,Senior Secured,4,4,75,BBB
IQT235935010,2/15/2044,4/9/2013,IN,Senior Unsecured,4.8,4.8,750,BBB-
IQT168844441,5/15/2023,5/7/2013,NJ,Senior Secured,2.375,2.375,500,BBB+
IQT238552524,5/1/2018,5/8/2013,MA,Senior Unsecured,1.45,1.45,300,BBB+
IQT238552525,5/1/2023,5/8/2013,MA,Senior Unsecured,2.8,2.8,450,BBB+
IQT238668130,5/1/2043,5/8/2013,OK,Senior Unsecured,3.9,3.9,250,A-
IQT240059064,5/15/2023,5/13/2013,MN,Senior Secured,2.6,2.6,400,A-
IQT238760327,12/1/2041,5/13/2013,TX,Senior Unsecured,4.55,4.55,100,BBB+
IQT239789650,5/15/2043,5/13/2013,MI,Senior Secured,3.95,3.95,425,BBB
IQT239657499,6/1/2043,5/13/2013,GA,Senior Unsecured,4.4,4.4,500,BBB+
IQT240709895,6/1/2018,5/21/2013,PA,Senior Unsecured,1.9,1.9,250,BBB
IQT240709894,6/1/2023,5/21/2013,PA,Senior Unsecured,3.4,3.4,600,BBB
IQT240709896,6/1/2043,5/21/2013,PA,Senior Unsecured,4.7,4.7,300,BBB
IQT240742203,6/1/2023,5/22/2013,AR,Senior Secured,3.05,3.05,250,BBB
IQT241170200,6/1/2023,5/30/2013,FL,Senior Secured,2.75,2.75,500,A-
IQT241298832,6/1/2023,6/3/2013,OR,Senior Secured,2.95,2.95,300,A-
IQT241298829,6/15/2023,6/3/2013,FL,Senior Unsecured,3.625,3.625,250,A-
IQT241298551,6/1/2043,6/3/2013,IN,Senior Secured,4.65,4.65,170,BBB-
IQT241299041,6/1/2043,6/3/2013,IN,Senior Unsecured,4.65,4.65,170,BBB-
IQT241555613,6/15/2018,6/10/2013,NC,Senior Unsecured,2.1,2.1,500,BBB+
IQT241517562,6/15/2043,6/10/2013,FL,Senior Unsecured,5,5,90,A
IQT241562374,6/15/2043,6/10/2013,SC,Senior Secured,4.6,4.6,400,BBB+
IQT241662207,6/15/2023,6/12/2013,CA,Senior Unsecured,3.25,3.25,375,BBB
IQT241561298,7/1/2023,6/12/2013,MD,Senior Unsecured,3.35,3.35,300,BBB+
IQT241662208,6/15/2043,6/12/2013,CA,Senior Unsecured,4.6,4.6,375,BBB
IQT241858017,7/1/2023,6/18/2013,LA,Senior Secured,3.9,3.9,100,BBB
IQT238760328,12/1/2041,6/25/2013,TX,Senior Unsecured,4.55,4.55,100,BBB+
IQT242226638,7/1/2023,6/26/2013,MI,Senior Unsecured,4.05,4.05,250,BBB+
IQT242226637,7/1/2043,6/26/2013,MI,Senior Unsecured,5.3,5.3,300,BBB+
IQT242655286,7/15/2043,7/8/2013,IN,Senior Secured,4.9,4.9,350,BBB+
IQT242655319,7/15/2043,7/8/2013,PA,Senior Secured,4.75,4.75,350,BBB
IQT242752850,7/15/2043,7/10/2013,GA,Senior Unsecured,5.25,5.25,300,BBB+
IQT242884694,7/16/2023,7/16/2013,SP,Senior Unsecured,6.07,6.07,111.37842,BBB-
IQT243863311,8/1/2043,7/29/2013,NC,Senior Unsecured,4.65,4.65,300,A
IQT244184337,8/15/2023,8/5/2013,MI,Senior Secured,3.375,3.375,325,BBB
IQT244255229,9/1/2015,8/6/2013,FL,Senior Unsecured,1.339,1.339,402.434,A-
IQT244255422,8/15/2018,8/6/2013,MO,Senior Secured,2,2,100,A-
IQT244259927,8/15/2023,8/6/2013,MO,Senior Secured,3.4,3.4,250,A-
IQT244255421,8/15/2043,8/6/2013,MO,Senior Secured,4.625,4.625,100,A-
IQT244323266,8/15/2043,8/7/2013,MI,Senior Secured,4.625,4.625,285,BBB+
IQT244333350,8/15/2043,8/7/2013,MI,Senior Unsecured,4.625,4.625,285,BBB+
IQT244493552,8/15/2023,8/12/2013,NV,Senior Secured,3.375,3.375,250,BBB-
IQT244493820,8/15/2043,8/12/2013,VA,Senior Unsecured,4.65,4.65,585,A-
IQT244493826,8/15/2043,8/12/2013,IL,Senior Secured,4.6,4.6,350,BBB
IQT154027826,8/19/2023,8/14/2013,OR,Senior Secured,3.542,3.542,50,A+
IQT244625252,4/1/2024,8/14/2013,OH,Senior Unsecured,4.7,4.7,500,BBB-
IQT244629768,4/1/2024,8/14/2013,OH,Senior Unsecured,4.7,4.7,500,BBB-
IQT244844514,9/1/2023,8/19/2013,LA,Senior Secured,4.05,4.05,325,BBB
IQT244902637,3/15/2024,8/20/2013,MI,Senior Secured,3.65,3.65,400,BBB+
IQT244902600,9/1/2018,8/21/2013,GA,Senior Unsecured,2.45,2.45,500,A
IQT245851145,9/1/2023,9/3/2013,OH,Senior Secured,3.8,3.8,300,BBB+
IQT245952700,9/1/2023,9/4/2013,CA,Senior Secured,3.6,3.6,450,A
IQT168844443,9/15/2018,9/9/2013,NJ,Senior Secured,2.3,2.3,350,BBB+
IQT168844442,3/15/2024,9/9/2013,NJ,Senior Secured,3.75,3.75,250,BBB+
IQT246771611,9/15/2016,9/12/2013,OH,Senior Unsecured,1.875,1.875,445,BB
IQT246770590,9/15/2016,9/12/2013,OH,Senior Secured,1.875,1.875,445,BB
IQT246275827,3/15/2019,9/12/2013,IA,Senior Secured,2.4,2.4,350,A
IQT246370723,9/15/2023,9/12/2013,IA,Senior Secured,3.7,3.7,250,A
IQT246370722,9/15/2043,9/12/2013,IA,Senior Secured,4.8,4.8,350,A-
IQT246875063,10/15/2016,9/16/2013,PA,Senior Secured,1.2,1.2,300,BBB
IQT246875064,10/15/2043,9/16/2013,PA,Senior Secured,4.8,4.8,250,BBB
IQT247431689,10/1/2023,9/25/2013,CA,Senior Secured,3.5,3.5,600,BBB+
IQT247431687,10/1/2043,9/25/2013,CA,Senior Secured,4.65,4.65,800,BBB+
IQT247667423,10/1/2043,10/1/2013,NV,Senior Unsecured,4.875,4.875,250,Unknown
IQT247788338,10/15/2043,10/3/2013,IA,Senior Unsecured,4.7,4.7,250,A-
IQT247846511,2/1/2045,10/3/2013,IN,Senior Unsecured,5.65,5.65,500,BBB-
IQT247996248,10/15/2023,10/8/2013,NC,Senior Unsecured,3.95,3.95,400,BBB+
IQT248427404,11/1/2016,10/17/2013,VA,Senior Unsecured,1.05,1.05,400,A-
IQT248647398,11/1/2016,10/17/2013,VA,Senior Unsecured,1.05,1.05,400,A-
IQT248427405,11/1/2023,10/17/2013,VA,Senior Unsecured,3.55,3.55,400,A-
IQT248647397,11/1/2023,10/17/2013,VA,Senior Unsecured,3.55,3.55,400,A-
IQT248493060,10/17/2024,10/17/2013,0,Senior Unsecured,3.875,3.875,646.56914,BBB
IQT248647396,11/1/2043,10/17/2013,VA,Senior Unsecured,4.8,4.8,400,A-
IQT248427403,11/1/2043,10/17/2013,VA,Senior Unsecured,4.8,4.8,400,A-
IQT271992848,10/30/2017,10/29/2013,0,Senior Unsecured,5.8125,5.8125,30.06534,BBB+
IQT250058766,5/15/2017,11/5/2013,IA,Senior Unsecured,1.1,1.1,400,BBB+
IQT249831931,5/15/2017,11/5/2013,IA,Senior Unsecured,1.1,1.1,400,BBB+
IQT249837404,11/15/2018,11/5/2013,NJ,Senior Unsecured,2.45,2.45,250,BBB+
IQT250058765,11/15/2018,11/5/2013,IA,Senior Unsecured,2,2,350,BBB+
IQT250058720,11/15/2018,11/5/2013,IA,Senior Unsecured,2,2,350,BBB+
IQT249837405,11/15/2023,11/5/2013,NJ,Senior Unsecured,4.3,4.3,250,BBB+
IQT250058764,11/15/2023,11/5/2013,IA,Senior Unsecured,3.75,3.75,500,BBB+
IQT250058719,11/15/2023,11/5/2013,IA,Senior Unsecured,3.75,3.75,500,BBB+
IQT250058763,11/15/2043,11/5/2013,IA,Senior Unsecured,5.15,5.15,750,BBB+
IQT250058718,11/15/2043,11/5/2013,IA,Senior Unsecured,5.15,5.15,750,BBB+
IQT249975576,11/1/2023,11/6/2013,NH,Senior Secured,3.5,3.5,250,A-
IQT249975541,11/15/2023,11/6/2013,CA,Senior Unsecured,3.85,3.85,300,BBB
IQT249975540,11/15/2043,11/6/2013,CA,Senior Unsecured,5.125,5.125,500,BBB
IQT249975677,11/15/2043,11/6/2013,KY,Senior Secured,4.65,4.65,250,BBB
IQT249975714,11/15/2043,11/6/2013,KY,Senior Secured,4.65,4.65,250,BBB
IQT250064609,11/15/2023,11/7/2013,DE,Senior Secured,3.5,3.5,300,BBB+
IQT250115613,3/1/2024,11/8/2013,NJ,Senior Unsecured,3.85,3.85,400,A-
IQT251689189,11/30/2023,11/14/2013,SD,Senior Unsecured,4.25,4.25,525,BBB
IQT251689191,11/15/2043,11/14/2013,DC,Senior Secured,4.95,4.95,150,BBB+
IQT251805115,12/1/2023,11/18/2013,MI,Senior Unsecured,3.85,3.85,300,BBB+
IQT251890629,4/15/2024,11/18/2013,WV,Senior Unsecured,4.1,4.1,400,BBB-
IQT251890559,12/1/2023,11/19/2013,CA,Senior Unsecured,4.05,4.05,500,BBB+
IQT251890552,4/15/2024,11/19/2013,WV,Senior Secured,4.1,4.1,400,BBB-
IQT251890551,12/15/2043,11/19/2013,WV,Senior Secured,5.4,5.4,600,BBB-
IQT251834047,12/15/2043,11/19/2013,WV,Senior Unsecured,5.4,5.4,600,BBB-
IQT251904760,12/15/2043,11/19/2013,WV,Senior Unsecured,5.4,5.4,600,BBB-
IQT252494486,12/1/2023,12/3/2013,AL,Senior Unsecured,3.55,3.55,300,A
IQT253833985,1/15/2019,1/6/2014,IL,Senior Secured,2.15,2.15,300,BBB
IQT253833984,1/15/2044,1/6/2014,IL,Senior Secured,4.7,4.7,350,BBB
IQT253890345,1/15/2044,1/7/2014,AZ,Senior Unsecured,4.7,4.7,250,A-
IQT253941292,2/1/2019,1/13/2014,OK,Senior Unsecured,2.07,2.07,300,A-
IQT254129441,2/1/2019,1/13/2014,OK,Senior Unsecured,2.07,2.07,300,A-
IQT253941294,2/1/2024,1/13/2014,OK,Senior Unsecured,3.61,3.61,300,A-
IQT254129440,2/1/2024,1/13/2014,OK,Senior Unsecured,3.61,3.61,300,A-
IQT253941293,2/1/2044,1/13/2014,OK,Senior Unsecured,4.658,4.658,600,A-
IQT254129439,2/1/2044,1/13/2014,OK,Senior Unsecured,4.658,4.658,600,A-
IQT256508428,2/15/2024,2/4/2014,VA,Senior Unsecured,3.45,3.45,350,A-
IQT256508427,2/15/2044,2/4/2014,VA,Senior Unsecured,4.45,4.45,400,A-
IQT257130564,2/15/2024,2/18/2014,CA,Senior Unsecured,3.75,3.75,450,BBB
IQT257174829,2/15/2044,2/18/2014,CA,Senior Unsecured,4.75,4.75,450,BBB
IQT257420260,3/1/2024,2/24/2014,MI,Senior Unsecured,3.875,3.875,250,BBB
IQT257420261,3/1/2044,2/24/2014,MI,Senior Unsecured,4.875,4.875,300,BBB
IQT259868077,3/15/2044,3/3/2014,NY,Senior Unsecured,4.45,4.45,850,A-
IQT259867999,3/15/2044,3/3/2014,CO,Senior Secured,4.3,4.3,300,A-
IQT259868059,3/30/2044,3/3/2014,NC,Senior Secured,4.375,4.375,400,BBB+
IQT259935551,3/1/2044,3/4/2014,MA,Senior Unsecured,4.4,4.4,300,A-
IQT260005031,3/15/2024,3/5/2014,PA,Senior Unsecured,3.95,3.95,350,BBB
IQT259999825,3/15/2044,3/5/2014,PA,Senior Unsecured,5,5,400,BBB
IQT260093149,9/15/2019,3/6/2014,FL,Senior Unsecured,2.7,2.7,350,A-
IQT260199639,4/1/2024,3/10/2014,OR,Senior Secured,3.6,3.6,425,A-
IQT260217809,6/1/2024,3/10/2014,AR,Senior Secured,3.7,3.7,375,BBB
IQT260217828,3/15/2044,3/10/2014,CA,Senior Secured,4.45,4.45,250,A
IQT260297331,3/15/2024,3/11/2014,DC,Senior Secured,3.6,3.6,400,BBB+
IQT260415324,4/1/2044,3/12/2014,TX,Senior Secured,4.5,4.5,600,A-
IQT260610597,3/15/2017,3/18/2014,VA,Senior Unsecured,1.25,1.25,400,A-
IQT260614494,7/1/2024,3/18/2014,MS,Senior Secured,3.75,3.75,100,BBB
IQT260612469,3/15/2044,3/18/2014,OK,Senior Unsecured,4.55,4.55,250,A-
IQT250058723,5/15/2017,3/27/2014,IA,Senior Unsecured,1.1,1.1,400,BBB+
IQT250058722,11/15/2018,3/27/2014,IA,Senior Unsecured,2,2,350,BBB+
IQT250058721,11/15/2023,3/27/2014,IA,Senior Unsecured,3.75,3.75,500,BBB+
IQT250058717,11/15/2043,3/27/2014,IA,Senior Unsecured,5.15,5.15,750,BBB+
IQT261318929,10/15/2024,3/31/2014,IA,Senior Secured,3.5,3.5,300,A-
IQT261318928,10/15/2044,3/31/2014,IA,Senior Secured,4.4,4.4,400,A-
IQT261391955,4/15/2024,4/1/2014,NC,Senior Unsecured,3.75,3.75,600,BBB+
IQT233333792,4/1/2043,4/2/2014,TX,Senior Secured,6.95,6.95,93.198,A-
IQT262105974,4/15/2044,4/14/2014,CT,Senior Secured,4.3,4.3,250,A-
IQT263342329,5/15/2044,5/5/2014,OH,Senior Unsecured,4.4,4.4,300,BBB
IQT263464994,5/1/2017,5/6/2014,CA,Senior Secured,1.125,1.125,400,BBB+
IQT263484051,6/1/2024,5/6/2014,MI,Senior Unsecured,3.5,3.5,350,BBB+
IQT263552988,5/15/2044,5/6/2014,MN,Senior Secured,4.125,4.125,300,A-
IQT263587268,6/1/2019,5/8/2014,TX,Senior Secured,2.15,2.15,250,BBB+
IQT263740748,6/1/2019,5/8/2014,TX,Senior Unsecured,2.15,2.15,250,BBB+
IQT263783847,6/1/2024,5/12/2014,FL,Senior Secured,3.25,3.25,500,A-
IQT263905788,1/15/2025,5/14/2014,OH,Senior Unsecured,4.35,4.35,600,BBB-
IQT263963088,1/15/2025,5/14/2014,OH,Senior Unsecured,4.35,4.35,600,BBB-
IQT263905789,7/15/2044,5/14/2014,OH,Senior Unsecured,5.45,5.45,400,BBB-
IQT263963087,7/15/2044,5/14/2014,OH,Senior Unsecured,5.45,5.45,400,BBB-
IQT264174931,5/15/2019,5/19/2014,OK,Senior Unsecured,2.4,2.4,500,BBB-
IQT264197456,5/15/2019,5/19/2014,OK,Senior Unsecured,2.4,2.4,500,BBB-
IQT264174929,5/15/2024,5/19/2014,OK,Senior Unsecured,3.9,3.9,600,BBB-
IQT264197457,5/15/2024,5/19/2014,OK,Senior Unsecured,3.9,3.9,600,BBB-
IQT264173186,5/15/2044,5/19/2014,OK,Senior Unsecured,5,5,550,BBB-
IQT264197458,5/15/2044,5/19/2014,OK,Senior Unsecured,5,5,550,BBB-
IQT264175002,6/1/2064,5/20/2014,SC,Senior Secured,4.5,4.5,300,BBB+
IQT168844445,6/1/2019,5/28/2014,NJ,Senior Secured,1.8,1.8,250,BBB+
IQT264834539,6/15/2024,5/28/2014,MI,Senior Unsecured,3.65,3.65,400,A-
IQT168844444,6/1/2044,5/28/2014,NJ,Senior Secured,4,4,250,BBB+
IQT265353585,6/15/2024,6/2/2014,TX,Senior Secured,3.3,3.3,150,A-
IQT265380814,6/15/2044,6/2/2014,PA,Senior Secured,4.125,4.125,300,BBB
IQT265436702,9/15/2019,6/3/2014,FL,Senior Unsecured,2.4,2.4,350,A-
IQT265816329,6/15/2024,6/4/2014,TX,Senior Unsecured,4.25,4.25,400,BBB-
IQT265816379,6/15/2024,6/4/2014,TX,Senior Unsecured,4.25,4.25,400,BBB-
IQT265523501,4/15/2025,6/5/2014,OH,Senior Unsecured,4.15,4.15,200,BBB-
IQT270348804,4/15/2025,6/5/2014,OH,Senior Unsecured,4.15,4.15,200,BBB-
IQT265673527,4/15/2025,6/5/2014,OH,Senior Unsecured,4,4,250,BBB-
IQT265730040,4/15/2025,6/5/2014,OH,Senior Unsecured,4,4,250,BBB-
IQT265883692,6/15/2024,6/9/2014,AZ,Senior Unsecured,3.35,3.35,250,A-
IQT265951320,6/15/2024,6/10/2014,CA,Senior Unsecured,3.55,3.55,500,BBB+
IQT265995526,6/1/2044,6/10/2014,IN,Senior Secured,4.5,4.5,130,BB+
IQT266003222,6/1/2044,6/10/2014,IN,Senior Unsecured,4.5,4.5,130,BB+
IQT265419268,4/1/2022,6/11/2014,MO,Senior Unsecured,2,2,1,A-
IQT246823791,9/15/2016,6/16/2014,OH,Senior Secured,1.875,1.875,444.885,BBB-
IQT266255629,6/15/2024,6/16/2014,WI,Senior Secured,3.3,3.3,100,A-
IQT266388317,7/15/2044,6/17/2014,LA,Senior Secured,5,5,170,BBB
IQT266781227,3/1/2025,6/23/2014,MI,Senior Secured,3.375,3.375,350,BBB+
IQT266781226,7/1/2044,6/23/2014,MI,Senior Secured,4.3,4.3,350,BBB+
IQT266860276,4/1/2025,6/24/2014,LA,Senior Secured,3.78,3.78,190,BBB
IQT266844473,4/1/2025,6/24/2014,LA,Senior Secured,3.78,3.78,110,BBB
IQT260289708,11/1/2016,6/25/2014,VA,Senior Unsecured,1.05,1.05,399.5,A-
IQT260297475,11/1/2023,6/25/2014,VA,Senior Unsecured,3.55,3.55,399,A-
IQT260289710,11/1/2043,6/25/2014,VA,Senior Unsecured,4.8,4.8,400,A-
IQT266914818,7/15/2044,6/25/2014,KS,Senior Secured,4.3,4.3,250,BBB+
IQT266941748,7/15/2044,6/25/2014,KS,Senior Unsecured,4.3,4.3,250,BBB+
IQT266821204,7/1/2020,7/1/2014,VA,Senior Unsecured,1.5,1.5,1,BBB
IQT168844447,8/15/2019,8/6/2014,NJ,Senior Secured,2,2,250,BBB+
IQT168844446,8/15/2024,8/6/2014,NJ,Senior Secured,3.15,3.15,250,BBB+
IQT270012600,8/15/2024,8/7/2014,CA,Senior Unsecured,3.4,3.4,350,BBB
IQT270182090,8/31/2024,8/11/2014,MI,Senior Secured,3.125,3.125,250,BBB
IQT270182086,3/1/2025,8/11/2014,NJ,Senior Unsecured,3.4,3.4,300,A-
IQT270182089,8/31/2064,8/11/2014,MI,Senior Secured,4.35,4.35,250,BBB
IQT270183042,8/15/2019,8/12/2014,MO,Senior Unsecured,2.55,2.55,125,A-
IQT270183041,8/15/2044,8/12/2014,MO,Senior Unsecured,4.7,4.7,250,A-
IQT270403377,9/1/2024,8/18/2014,DE,Senior Secured,3.375,3.375,150,BBB+
IQT270467054,8/15/2017,8/19/2014,GA,Senior Unsecured,1.3,1.3,400,A
IQT270582338,9/1/2019,8/19/2014,GA,Senior Unsecured,2.15,2.15,350,A
IQT270012061,8/20/2019,8/20/2014,MA,Senior Unsecured,4,4,93.1489,A-
IQT270583306,8/15/2044,8/20/2014,AL,Senior Unsecured,4.15,4.15,400,A
IQT271694599,10/1/2044,9/2/2014,FL,Senior Secured,4.05,4.05,500,A-
IQT270938014,2/1/2019,9/8/2014,OK,Senior Unsecured,2.07,2.07,300,A-
IQT270938013,2/1/2024,9/8/2014,OK,Senior Unsecured,3.61,3.61,300,A-
IQT271971945,9/15/2024,9/8/2014,CA,Senior Secured,3.15,3.15,500,A
IQT270938012,2/1/2044,9/8/2014,OK,Senior Unsecured,4.658,4.658,600,A-
IQT271914191,10/1/2044,9/8/2014,PA,Senior Secured,4.15,4.15,300,BBB
IQT272295566,9/18/2034,9/15/2014,NC,Senior Unsecured,4.1,4.1,250,A
IQT272402373,10/1/2044,9/16/2014,FL,Senior Unsecured,4.55,4.55,200,A
IQT272746240,10/1/2024,9/22/2014,NY,Senior Unsecured,3.508,3.508,500,A-
IQT272746309,10/1/2024,9/22/2014,NY,Senior Unsecured,3.508,3.508,500,A-
IQT272746241,10/1/2034,9/22/2014,NY,Senior Unsecured,4.278,4.278,400,A-
IQT272746310,10/1/2034,9/22/2014,NY,Senior Unsecured,4.278,4.278,400,A-
IQT272705078,9/1/2044,9/22/2014,OH,Senior Unsecured,5,5,400,BBB-
IQT273480697,9/1/2044,9/22/2014,OH,Senior Unsecured,5,5,400,BBB-
IQT272772777,10/1/2019,9/25/2014,OH,Senior Unsecured,6.75,6.75,200,BB
IQT273479890,10/1/2019,9/25/2014,OH,Senior Unsecured,6.75,6.75,200,BB
IQT272717641,10/1/2034,9/25/2014,NY,Senior Unsecured,4.278,4.278,400,A-
IQT274058829,10/15/2044,10/6/2014,TX,Senior Unsecured,4.125,4.125,500,A-
